department,id,name,prerequisite,SBC,credits
ITL: Italian,ITL 424, History of the Italian Language,Prerequisites: ITL 311 and 312,,3
ITL: Italian,ITL 425, Italian and Its Dialects,Prerequisite: ITl 311; ITL 312; HUL 324; or permission of instructor,,3
ITL: Italian,ITL 426, Italian Linguistics,Prerequisite: ITl 311; ITL 312; HUL 324; or permission of instructor,,3
ITL: Italian,ITL 431, Studies in 13th- and 14th-Century Literature,"Prerequisites: ITL 311, 312, 395, and 396",,3
ITL: Italian,ITL 432, Studies in 15th- and 16th-Century Literature,"Prerequisites: ITL 311, 312, 395, and 396",,3
ITL: Italian,ITL 434, Studies in 19th-Century Literature,"Prerequisites: ITL 311, 312, 395, and 396",,3
ITL: Italian,ITL 435, Studies in Contemporary Literature,"Prerequisites: ITL 311, 312, 395, and 396",,3
ITL: Italian,ITL 436, Special Topics in Italian Cinema,Pre- or Corequisites: ITL 311 and 312,No fulfillments,3
ITL: Italian,ITL 440, The Italian Scene,Prerequisites: ITL 311 and 312,,3
ITL: Italian,ITL 441, Topic Seminar,Prerequisites: ITL 311 and 312,,3
ITL: Italian,ITL 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
ITL: Italian,ITL 447, Directed Readings in Italian,Prerequisite: Permission of instructor,,1
ITL: Italian,ITL 459, Write Effectively in Italian,Prerequisite: WRT 102; permission of the instructor,,0
ITL: Italian,ITL 475, Undergraduate Teaching Practicum I (in Italian),Prerequisites: Fluency in Italian; permission of instructor and department,,3
ITL: Italian,ITL 476, Undergraduate Teaching Practicum in Italian II,Prerequisites: Fluency in Italian; permission of instructor and department,,3
ITL: Italian,ITL 488, Internship,Prerequisites: ITL 410; permission of instructor and department,,0
ITL: Italian,ITL 495, Senior Honors Project in Italian,Prerequisite: Permission of department,,3
HUI: Italian Literature and Culture Courses in English,HUI 216, Italian Civilization Through the Ages,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 231, Italian Cinema,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 234, Introduction to 20th-Century Drama,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 235, Love and Tragedy in Early Italian Literature,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 236, The Italian-American Scene,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 237, Images of Italian-American Women,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 239, Modern Italy,No prerequisite,,3
HUI: Italian Literature and Culture Courses in English,HUI 306, Italian Renaissance Art,Prerequisite: U3 or U4 status,,3
HUI: Italian Literature and Culture Courses in English,HUI 331, Italian Literature,Prerequisite: U3 or U4 standing,,3
HUI: Italian Literature and Culture Courses in English,HUI 333, The Italian-American Experience in Literature,Prerequisite: U3 or U4 standing,,3
HUI: Italian Literature and Culture Courses in English,HUI 336, Italian Americans and Ethnic Relations,Prerequisite: U3 or U4 standing,,3
HUI: Italian Literature and Culture Courses in English,HUI 338, Images of Italian Americans in Film,Prerequisite: U3 or U4 standing,,3
HUI: Italian Literature and Culture Courses in English,HUI 390, Italian-American Studies in the Humanities,Prerequisite: U3 or U4 standing,,3
HUI: Italian Literature and Culture Courses in English,HUI 392, Italian-American Studies in the Social and Behavioral Sciences,Prerequisite: Junior or Senior Standing,,3
HUI: Italian Literature and Culture Courses in English,HUI 447, Directed Readings in Italian Studies,Prerequisite: Permission of department,No fulfillments,1
HUI: Italian Literature and Culture Courses in English,HUI 475, Undergraduate Teaching Practicum I,Prerequisite: U3 or U4 standing; permission of instructor and language coordinator,,3
HUI: Italian Literature and Culture Courses in English,HUI 476, Undergraduate Teaching Practicum II,Prerequisite: U3 or U4 standing; permission of instructor and language coordinator,,3
JPN: Japanese Language,JPN 111, Elementary Japanese I,No prerequisite,LANG,4
JPN: Japanese Language,JPN 112, Elementary Japanese II,Prerequisite: C or better in JPN 111 or placement into 112. See https://llrc.stonybrook.edu/placement-exams for more information.,,4
JPN: Japanese Language,JPN 211, Intermediate Japanese I,Prerequisite: C or better in JPN 112 or placement into 201 or 211. See http://www.stonybrook.edu/commcms/llrc/placement_challenge_exams/placement_exam.html for more information.,,4
JPN: Japanese Language,JPN 212, Intermediate Japanese II,Prerequisite: C or better in JPN 211 or placement into 212. See http://www.stonybrook.edu/commcms/llrc/placement_challenge_exams/placement_exam.html for more information.,,3
JPN: Japanese Language,JPN 311, Advanced Japanese I,Prerequisite: C or better in JPN 212 or placement into 212. See,,3
JPN: Japanese Language,JPN 312, Advanced Japanese II,Prerequisite: C or better in JPN 311 or placement into 312. Contact Language Learning Research Center for more information on placement exams.,,3
JPN: Japanese Language,JPN 331, Social Sciences Topics in Japanese Studies,Prerequisite: U3 or U4 standing,,3
JPN: Japanese Language,JPN 332, Humanities Topics in Japanese Studies,Prerequisite: U3 or U4 standing,,3
JPN: Japanese Language,JPN 410, Business Japanese,No prerequisite,,3
JPN: Japanese Language,JPN 411, Advanced Japanese III,No prerequisite,,3
JPN: Japanese Language,JPN 412, Advanced Japanese IV,No prerequisite,,3
JPN: Japanese Language,JPN 426, Structure of Japanese,No prerequisite,,3
JPN: Japanese Language,JPN 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
JPN: Japanese Language,JPN 447, Independent Study,Prerequisites: U3 or U4 standing; permission of instructor,No fulfillments,1
JPN: Japanese Language,JPN 475, Undergraduate Teaching Practicum I,Prerequisites: Fluency in Japanese; U4 standing; permission of instructor,,3
JPN: Japanese Language,JPN 476, Undergraduate Teaching Practicum II,Prerequisites: JPN 475; permission of instructor,,3
JPN: Japanese Language,JPN 487, Independent Research,Prerequisites: Interview; permission of instructor,No fulfillments,0
JPN: Japanese Language,JPN 488, Internship,Prerequisites: Permission of instructor and undergraduate program director,,0
JRN: Journalism,JRN 101, News Literacy,Pre- or corequisite: WRT 101 or higher or equivalent,,3
JRN: Journalism,JRN 108, The History and Future of the American Press,"Pre- or corequisite: WRT 101 or higher or equivalent, or permission of department",,3
JRN: Journalism,JRN 111, Grammar and Editing Lab,Prerequisite: WRT 102; C or higher in JRN 101 or JRN 103; JRN 105,No fulfillments,1
JRN: Journalism,JRN 115, News Reporting & Writing I,Prerequisite: WRT 102; JRN 101 or JRN 103,No fulfillments,3
JRN: Journalism,JRN 116, Introduction to Digital Journalism,No prerequisite,No fulfillments,3
JRN: Journalism,JRN 205, News Reporting & Writing II,Prerequisite: C or higher in JRN 115 and grade of Satisfactory in JRN 111,No fulfillments,3
JRN: Journalism,JRN 208, History of Mass Communication,No prerequisite,,3
JRN: Journalism,JRN 215, Introduction to Multimedia Skills Lab,Prerequisite: JRN 111 and C or higher in JRN 115,No fulfillments,1
JRN: Journalism,JRN 216, Intermediate Digital Journalism,Prerequisite: JRN 116,No fulfillments,3
JRN: Journalism,JRN 217, Journalistic Reporting and Writing,Prerequisite: JRN 116,No fulfillments,3
JRN: Journalism,JRN 220, Media Law,Prerequisite: major or minor in Journalism,No fulfillments,2
JRN: Journalism,JRN 301, The Changing News Business,No prerequisite,No fulfillments,3
JRN: Journalism,JRN 303, Global Issues in Journalism,No prerequisite,,3
JRN: Journalism,JRN 305, Mass Communication Law & Ethics,No prerequisite,,3
JRN: Journalism,JRN 310, Multimedia Newsroom I / Visual,Prerequisite: C or higher in JRN 210 or JRN 205 and a grade of satisfactory in JRN 211 or JRN 215,,3
JRN: Journalism,JRN 311, Advanced Digital Journalism - Text,Prerequisite: C or higher in JRN 216 and JRN 217,No fulfillments,3
JRN: Journalism,JRN 312, Advanced Digital Journalism - Audio,Prerequisite: C or higher in JRN 216 and JRN 217,No fulfillments,3
JRN: Journalism,JRN 313, Advanced Digital Journalism - Audio-Visual,Prerequisite: C or higher in JRN 216 and JRN 217,No fulfillments,3
JRN: Journalism,JRN 316, Mass Communication Research Methods,Prerequisite: U3 or U4 status; C or higher in COM 106 or COM 208; completion of the SBC QPS requirement,,3
JRN: Journalism,JRN 317, Mass Communication Theory,Prerequisite JRN Maj/Min or COM Maj/Min; and U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 319, The Image of the Journalist in Popular Culture,Prerequisite JRN Maj/Min or COM Maj/Min; and U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 320, Multimedia Newsroom II / Web,Prerequisite: C or higher in JRN 210 or JRN 205 and a grade of satisfactory in JRN 211 or JRN 215,No fulfillments,3
JRN: Journalism,JRN 333, Business Reporting,Prerequisite: C or higher in JRN 310,No fulfillments,3
JRN: Journalism,JRN 334, Science and Health Reporting,Prerequisites: C or higher in JRN 216 or JRN 217; 1 D.E.C. E or SNW; 1 D.E.C. F or SBS,No fulfillments,3
JRN: Journalism,JRN 335, Reporting in New York City,Prerequisite: C or higher in JRN 216 and JRN 217; permission of the department,,3
JRN: Journalism,JRN 336, Sports Reporting,"PQ JRN336-U3 or U4, JRN216 and JRN217 or COM207 and Permission of the Undergraduate Program Director.",No fulfillments,3
JRN: Journalism,JRN 337, Introduction to Narrative Journalism,Prerequisite: C or higher in JRN 216 and JRN 217,No fulfillments,3
JRN: Journalism,JRN 339, Foreign Reporting,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 340, Beat Reporting,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 350, Journalistic Judgment and Ethics,Prerequisite: C or higher in JRN 205 and JRN 215,,3
JRN: Journalism,JRN 355, Reporting in New York City - Broadcast,Prerequisite: C or higher in JRN 310 and permission of the department,No fulfillments,3
JRN: Journalism,JRN 361, News Editing and Presentation/Print,Prerequisites: C or higher in JRN 350 or permission of the department,No fulfillments,3
JRN: Journalism,JRN 363, Magazine Writing,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 364, Advanced Reporting,Prerequisite: C or higher in JRN 216 and JRN 217 and U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 365, Talking Science,No prerequisite,,3
JRN: Journalism,JRN 366, Press & the Presidency,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 367, Opinion Journalism,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 370, Advanced Visual Reporting and Storytelling,Prerequisite: C or higher in JRN 310,No fulfillments,3
JRN: Journalism,JRN 371, Weekly Broadcast,Prerequisite: C or higher in JRN 370,No fulfillments,3
JRN: Journalism,JRN 372, Introduction to Weathercasting,Prerequisite: ATM 102/103 or ATM 205; permission of department,No fulfillments,1
JRN: Journalism,JRN 373, Advanced Weathercasting,Prerequisite: ATM 102/103 or ATM 205; grade of B or higher in JRN 372; permission of department,No fulfillments,1
JRN: Journalism,JRN 380, Multimedia Photojournalism,Prerequisite: C or higher in JRN 320,No fulfillments,3
JRN: Journalism,JRN 381, Web Presentation,Prerequisite: C or higher in JRN 380,No fulfillments,3
JRN: Journalism,JRN 390, Special Topics in Journalism,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 391, Journalism Workshops,"Prerequisite: Varies by topic, permission of the department",No fulfillments,1
JRN: Journalism,JRN 392, Special Topics,Prerequisite: To be taken before JRN 435,No fulfillments,1
JRN: Journalism,JRN 393, Audio Journalism Lab,Prerequisite: JRN 215,,1
JRN: Journalism,JRN 411, Television Practicum,Prerequisite: C or higher in JRN 370 and permission of the instructor,No fulfillments,3
JRN: Journalism,JRN 413, Journalisms of the Global South,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 415, Data Analysis and Storytelling,No prerequisite,,3
JRN: Journalism,JRN 433, Journalistic Book and Serial Narrative Production,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 434, Photojournalism,"Prerequisite: U3 or U4 status and major in Journalism, or permission of instructor",No fulfillments,3
JRN: Journalism,JRN 435, Journalism Without Walls,"Prerequisites: permission of the department, additional prerequisites announced by topic. Passport may be required.",,3
JRN: Journalism,JRN 438, Weathercasting & Environmental Reporting,Prerequisite: U3 or U4 status,No fulfillments,3
JRN: Journalism,JRN 439, WCasting & Enviro Rprting,No prerequisite,No fulfillments,3
JRN: Journalism,JRN 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
JRN: Journalism,JRN 475, Undergraduate Teaching Practicum I,Prerequisites: U3 or U4; Permission of instructor and undergraduate program director,,3
JRN: Journalism,JRN 476, Undergraduate Teaching Practicum II,Prerequisites: grade of satisfactory in JRN 475; permission of instructor and undergraduate program director,,3
JRN: Journalism,JRN 487, Independent Study,Prerequisite: Permission of director of undergraduate studies,No fulfillments,0
JRN: Journalism,JRN 488, Internship,No prerequisite,,0
JRN: Journalism,JRN 489, Specialized Internship,No prerequisite,,0
JRN: Journalism,JRN 490, Senior Project,Prerequisite: C or higher in JRN 311 or JRN 312 or JRN 313,,3
JDH: Judaic Studies:Humanities,JDH 261, The Bible as Literature,Prerequisite: WRT 102 or equivalent,,3
JDH: Judaic Studies:Humanities,JDH 390, Humanities Topics in Judaic Studies,Prerequisite: JDS/HIS 225 or 226 or JDH/RLS 230,,3
JDH: Judaic Studies:Humanities,JDH 447, Readings in Judaic Studies,Prerequisite: Permission of instructor,No fulfillments,1
JDS: Judaic Studies:Social and Behavioral Sciences,JDS 225, Jewish History from Antiquity to the Middle Ages,No prerequisite,,3
JDS: Judaic Studies:Social and Behavioral Sciences,JDS 226, Modern Jewish History,No prerequisite,,3
JDS: Judaic Studies:Social and Behavioral Sciences,JDS 241, Nazi Genocide and the Holocaust,No prerequisite,,3
JDS: Judaic Studies:Social and Behavioral Sciences,JDS 356," Zionism, Israel, and the Middle East",Prerequisite: U3 or U4 standing; 1 D.E.C. F or SBS course,,3
JDS: Judaic Studies:Social and Behavioral Sciences,JDS 447, Readings in Judaic Studies,"Prerequisites: Two JDS courses, or one course each in JDS and JDH; permission of director",No fulfillments,1
KOR: Korean,KOR 101, Intensive Elementary Korean,No prerequisite,,6
KOR: Korean,KOR 111, Elementary Korean I,No prerequisite,LANG,4
KOR: Korean,KOR 112, Elementary Korean II,Prerequisite: C or better in KOR 111,,4
KOR: Korean,KOR 120, Elementary Korean for Heritage Speakers,No prerequisite,,4
KOR: Korean,KOR 211, Intermediate Korean I,Prerequisite: C or better in KOR 112 or KOR 120 or placement into 211,,3
KOR: Korean,KOR 212, Intermediate Korean II,Prerequisite: C or better in KOR 211 or placement into 212,,3
KOR: Korean,KOR 220, Intermediate Korean for Korean Speakers,Prerequisite: KOR 120 or equivalent,,3
